trip_id	household_id	person_n	trip_n	travel_mode	purpose	fueltype	faretype	bus_scale	survey_year	travel_year	travel_month	travel_date	day_of_week	start_time	age	female	driving_license	car_ownership	distance	dur_walking	dur_cycling	dur_pt_access	dur_pt_rail	dur_pt_bus	dur_pt_int	pt_interchanges	dur_driving	cost_transit	cost_driving_fuel	cost_driving_ccharge	driving_traffic_percent
443	99	3	1	3	5	1	5	0.0	1	2012	4	9	1	13.5	9	0	0	1	3718	0.8997222220000001	0.273055556	0.121111111	0.0	0.328055556	0.0	0	0.244166667	0.0	0.67	0.0	0.376564
477	113	0	0	3	3	1	1	1.0	1	2012	4	9	1	11.0	53	0	1	2	10076	2.343611111	0.744722222	0.166111111	0.0	0.805	0.0	0	0.5852777779999999	1.5	1.76	0.0	0.314665
488	117	0	1	1	3	1	1	1.0	1	2012	4	10	2	20.0	19	0	0	1	1376	0.369444444	0.133055556	0.2275	0.0	0.0825	0.0	0	0.133333333	1.5	0.35	0.0	0.11875
495	120	0	3	3	3	6	5	0.0	1	2012	4	10	2	14.5	69	1	1	0	2083	0.502777778	0.183055556	0.103888889	0.066666667	0.0	0.0	0	0.256388889	0.0	0.5	0.0	0.442037
500	122	0	0	4	3	1	1	1.0	1	2012	4	10	2	10.5	43	1	1	2	1692	0.413888889	0.13	0.0313888889999999	0.0	0.2166666669999999	0.0	0	0.123611111	1.5	0.31	0.0	0.541573
506	122	1	4	4	3	1	1	1.0	1	2012	4	10	2	20.5	27	0	1	2	4366	1.150833333	0.353611111	0.155833333	0.0	0.401666667	0.101944444	1	0.278055556	3.0	0.89	0.0	0.301698
528	126	3	0	4	3	1	4	0.5	1	2012	4	10	2	10.5	18	0	0	1	2532	0.575	0.198611111	0.094722222	0.0	0.2166666669999999	0.0	0	0.124166667	0.75	0.4	0.0	0.331096
537	128	1	0	3	1	2	1	1.0	1	2012	4	10	2	8.0	33	1	0	2	6829	1.653611111	0.615	0.118333333	0.166666667	0.226944444	0.2444444439999999	2	0.500277778	5.9	1.1	10.5	0.528595
555	134	0	0	1	3	6	1	1.0	1	2012	4	11	3	10.0	26	1	0	0	938	0.250277778	0.128611111	0.215	0.0	0.048888889	0.0	0	0.1036111109999999	1.5	0.21	0.0	0.353887
560	135	0	4	4	3	2	5	0.0	1	2012	4	11	3	18.91666667	63	0	1	2	1401	0.357222222	0.116388889	0.131666667	0.0	0.094722222	0.0	0	0.166388889	0.0	0.29	0.0	0.4440729999999999
579	141	0	1	3	4	1	1	1.0	1	2012	4	11	3	14.0	34	0	1	1	2341	0.6025	0.251388889	0.1863888889999999	0.1166666669999999	0.0	0.0	0	0.337222222	2.4	0.72	10.5	0.7100489999999999
589	142	0	3	3	5	1	5	0.0	1	2012	4	11	3	13.41666667	62	0	1	2	9149	2.201388889	0.7355555559999999	0.2094444439999999	0.433333333	0.0	0.066666667	1	0.755277778	0.0	2.11	10.5	0.6947409999999999
590	142	0	4	4	3	1	5	0.0	1	2012	4	11	3	16.0	62	0	1	2	5897	1.366388889	0.446388889	0.0925	0.0	0.7130555559999999	0.084444444	1	0.372222222	0.0	1.07	0.0	0.539552
605	145	1	1	4	3	2	5	0.0	1	2012	4	12	4	15.25	70	0	1	1	1104	0.3388888889999999	0.113333333	0.076111111	0.0	0.1166666669999999	0.0	0	0.104444444	0.0	0.22	0.0	0.0638298
615	150	0	1	3	5	6	5	0.0	1	2012	4	12	4	11.83333333	56	0	0	0	5787	1.4033333330000002	0.414166667	0.076944444	0.0	0.421666667	0.105	1	0.292222222	0.0	0.94	0.0	0.104563
624	152	1	1	3	3	1	1	0.0	1	2012	4	12	4	13.0	20	0	0	1	6716	1.566111111	0.4527777779999999	0.14	0.2	0.142777778	0.109722222	1	0.461944444	1.5	1.17	0.0	0.584486
631	152	3	0	4	3	1	3	0.0	1	2012	4	12	4	14.33333333	13	0	0	1	1822	0.460555556	0.141666667	0.075277778	0.0	0.166666667	0.0	0	0.1725	0.0	0.42	0.0	0.325282
654	157	1	4	4	4	1	1	1.0	1	2012	4	12	4	19.5	28	1	1	1	11196	2.537222222	0.916388889	0.047777778	0.2666666669999999	0.4708333329999999	0.283333333	2	0.8602777779999999	5.4	2.2	0.0	0.5476270000000001
683	166	1	0	2	1	6	4	1.0	1	2012	4	12	4	9.0	46	0	1	0	8375	1.976388889	0.586666667	0.091666667	0.2	0.233333333	0.3	3	0.5563888889999999	4.15	1.39	10.5	0.5791310000000001
717	177	0	0	3	1	1	1	1.0	1	2012	4	13	5	7.833333333	33	0	1	2	17804	4.045277778	1.355555556	0.3444444439999999	0.966666667	0.0	0.083333333	1	1.060555556	6.7	3.01	0.0	0.667365
718	177	0	1	3	1	1	1	1.0	1	2012	4	13	5	18.0	33	0	1	2	17804	4.070555556	1.413611111	0.359722222	0.583333333	0.0	0.233333333	2	1.0655555559999998	7.49	3.01	0.0	0.6501560000000001
766	184	2	0	4	3	2	3	0.0	1	2012	4	14	6	14.0	14	1	0	2	9886	2.514444444	0.782222222	0.080555556	0.0	0.895277778	0.154444444	1	0.465555556	0.0	1.47	0.0	0.301909
781	187	0	0	4	3	2	5	0.0	1	2012	4	14	6	10.0	76	0	1	1	9141	2.238888889	0.7075	0.101388889	0.1	0.589166667	0.083333333	1	0.544722222	0.0	1.34	0.0	0.427843
783	187	1	0	4	3	2	5	0.0	1	2012	4	14	6	10.0	74	1	0	1	9141	2.238888889	0.7075	0.101388889	0.1	0.589166667	0.083333333	1	0.544722222	0.0	1.34	0.0	0.427843
795	191	0	1	3	3	6	5	0.0	1	2012	4	14	6	15.5	76	0	1	0	3427	0.752222222	0.2044444439999999	0.088888889	0.1	0.0	0.0	0	0.2975	0.0	0.65	0.0	0.408964
802	194	2	0	3	3	2	5	0.0	1	2012	4	14	6	15.0	6	1	0	2	1619	0.3852777779999999	0.1222222219999999	0.0425	0.0	0.1	0.0	0	0.096944444	0.0	0.23	0.0	0.404011
843	203	2	1	3	3	6	2	0.0	1	2012	4	15	7	20.0	17	1	0	0	5374	1.336666667	0.435833333	0.193611111	0.0	0.319722222	0.066666667	1	0.411666667	0.0	1.06	0.0	0.44197
853	206	0	1	2	3	6	1	1.0	1	2012	4	15	7	18.0	31	1	1	0	6890	1.6075	0.624444444	0.171388889	0.2	0.0	0.1166666669999999	1	0.6466666670000001	2.4	1.38	0.0	0.65378
937	224	0	1	3	2	6	1	1.0	1	2012	4	16	1	8.5	41	1	1	0	2800	0.7175	0.191944444	0.057222222	0.0	0.3825	0.099444444	1	0.273055556	3.0	0.64	0.0	0.496439
946	225	0	2	1	3	1	5	0.0	1	2012	4	16	1	17.5	66	1	0	1	410	0.094444444	0.031111111	0.034722222	0.0	0.054722222	0.0	0	0.033055556	0.0	0.1	0.0	0.193277
947	225	0	3	1	3	1	5	0.0	1	2012	4	16	1	18.08333333	66	1	0	1	410	0.093888889	0.0388888889999999	0.032777778	0.0	0.032777778	0.0	0	0.036666667	0.0	0.1	0.0	0.19697
948	225	1	0	3	1	1	1	1.0	1	2012	4	16	1	8.5	33	1	1	1	5623	1.343333333	0.398055556	0.165833333	0.0	0.5277777779999999	0.0	0	0.309722222	1.5	1.0	0.0	0.453812
953	225	2	2	3	5	1	2	0.0	1	2012	4	16	1	17.0	16	1	0	1	900	0.214166667	0.059444444	0.134166667	0.016666667	0.0	0.0	0	0.066944444	0.85	0.17	0.0	0.435685
959	227	0	1	3	1	6	1	1.0	1	2012	4	16	1	15.5	32	0	1	2	7185	1.681944444	0.5475	0.138333333	0.166666667	0.222222222	0.1375	1	0.534166667	3.9	1.28	10.5	0.630785
969	231	0	1	4	1	1	1	1.0	1	2012	4	17	2	18.0	32	0	1	2	10018	2.370555556	0.811111111	0.1222222219999999	0.3	0.1744444439999999	0.1166666669999999	1	0.668611111	3.9	1.82	0.0	0.589946
976	232	1	0	4	2	1	1	1.0	1	2012	4	17	2	8.0	43	0	1	1	1969	0.629166667	0.264722222	0.332777778	0.0	0.217222222	0.0	0	0.159444444	1.5	0.54	0.0	0.0662021
1012	234	0	5	2	3	1	5	0.0	1	2012	4	17	2	14.0	64	1	1	1	1764	0.463055556	0.173888889	0.148333333	0.0	0.166666667	0.0	0	0.1255555559999999	0.0	0.33	0.0	0.181416
1032	237	3	3	3	2	2	1	0.0	1	2012	4	17	2	18.0	18	1	0	2	3837	0.881388889	0.299722222	0.311111111	0.133333333	0.0	0.0	0	0.181111111	1.7	0.51	0.0	0.77454
1042	240	0	3	4	3	1	5	0.0	1	2012	4	17	2	19.5	73	0	1	1	4966	1.260277778	0.362777778	0.223333333	0.0	0.268333333	0.1	1	0.290555556	0.0	0.86	0.0	0.159656
1094	249	1	5	1	2	6	1	1.0	1	2012	4	18	3	15.5	51	1	0	0	1244	0.358333333	0.099444444	0.200555556	0.0	0.088055556	0.0	0	0.141666667	1.5	0.31	0.0	0.34902
1096	249	2	1	2	3	6	1	1.0	1	2012	4	18	3	16.58333333	29	0	0	0	3329	0.85	0.336111111	0.258888889	0.0	0.310277778	0.0	0	0.263611111	1.5	0.62	0.0	0.6016859999999999
1123	254	4	1	4	3	1	1	1.0	1	2012	4	18	3	18.75	30	0	1	1	4136	1.010833333	0.316944444	0.215833333	0.0	0.418055556	0.0	0	0.3388888889999999	1.5	0.82	0.0	0.666393
1137	257	0	2	4	4	1	1	1.0	1	2012	4	18	3	16.25	46	0	1	2	3851	1.115555556	0.330555556	0.14	0.0	0.463055556	0.0	0	0.285833333	1.5	0.84	0.0	0.304179
1149	258	0	1	3	5	6	1	1.0	1	2012	4	18	3	8.916666667000001	34	0	0	0	6612	1.6833333330000002	0.5030555560000001	0.3525	0.0	0.403055556	0.146944444	1	0.443055556	3.0	1.16	0.0	0.415674
1192	268	1	1	1	4	6	1	1.0	1	2012	4	19	4	17.0	48	1	0	0	1588	0.487222222	0.188333333	0.190277778	0.0	0.205555556	0.0	0	0.1725	1.5	0.36	0.0	0.231884
1220	271	0	1	1	1	1	1	1.0	1	2012	4	19	4	12.08333333	53	1	1	1	2060	0.558333333	0.162777778	0.282777778	0.0	0.095555556	0.0	0	0.1375	1.5	0.42	0.0	0.210101
1235	275	0	2	4	3	1	1	0.0	1	2012	4	19	4	14.5	35	0	1	1	2037	0.534166667	0.185833333	0.149444444	0.0	0.1216666669999999	0.0	0	0.1397222219999999	0.0	0.4	0.0	0.101392
1255	280	0	0	3	3	1	5	0.0	1	2012	4	19	4	14.0	72	0	1	1	908	0.316388889	0.109166667	0.211666667	0.0	0.05	0.0	0	0.156944444	0.0	0.4	0.0	0.313274
1277	282	3	0	3	2	6	5	0.0	1	2012	4	19	4	8.5	8	1	0	0	1483	0.363888889	0.0922222219999999	0.145277778	0.0	0.215555556	0.0	0	0.2094444439999999	0.0	0.42	0.0	0.5716180000000001
1283	282	4	4	3	4	6	5	0.0	1	2012	4	19	4	13.5	35	0	0	0	4339	1.094722222	0.330555556	0.051666667	0.0	0.373333333	0.133333333	1	0.3316666669999999	0.0	0.78	0.0	0.587102
1312	285	0	2	4	3	2	1	1.0	1	2012	4	20	5	15.5	40	1	1	2	1023	0.35	0.094444444	0.1072222219999999	0.0	0.1	0.0	0	0.098333333	1.5	0.23	0.0	0.364407
1337	287	0	1	3	3	6	1	1.0	1	2012	4	20	5	18.5	24	1	0	0	2960	0.7483333329999999	0.2688888889999999	0.255	0.0	0.246111111	0.0	0	0.2144444439999999	1.5	0.52	0.0	0.507772
1339	287	1	1	3	3	6	1	1.0	1	2012	4	20	5	18.5	30	0	1	0	2960	0.7483333329999999	0.2688888889999999	0.255	0.0	0.246111111	0.0	0	0.2144444439999999	1.5	0.52	0.0	0.507772
1387	296	1	5	4	3	2	4	1.0	1	2012	4	20	5	20.5	51	1	1	2	4714	1.13	0.376666667	0.1030555559999999	0.0	0.363333333	0.0	0	0.324166667	1.5	0.76	0.0	0.6923739999999999
1398	296	3	3	4	5	2	5	0.0	1	2012	4	20	5	17.16666667	10	1	0	2	4081	0.980277778	0.337222222	0.054444444	0.35	0.0	0.083333333	1	0.323611111	0.0	0.7	0.0	0.454077
1448	306	1	0	3	1	1	1	1.0	1	2012	4	20	5	8.5	32	0	0	1	3699	0.893055556	0.341666667	0.2491666669999999	0.183333333	0.0	0.0	0	0.312222222	2.9	0.77	10.5	0.6957300000000001
1472	311	1	2	4	3	2	1	1.0	1	2012	4	21	6	18.5	37	0	1	2	7269	1.892222222	0.640833333	0.206388889	0.5166666670000001	0.0	0.133333333	1	0.416388889	4.4	1.13	0.0	0.4716479999999999
1475	312	0	0	3	3	1	5	0.0	1	2012	4	21	6	17.5	72	0	1	1	409	0.133055556	0.04	0.066666667	0.0	0.030555556	0.0	0	0.064166667	0.0	0.13	0.0	0.246753
1487	315	1	1	4	3	1	1	1.0	1	2012	4	21	6	15.83333333	71	1	0	1	1693	0.505277778	0.141388889	0.314444444	0.0	0.05	0.0	0	0.1075	1.5	0.36	0.0	0.160207
1504	318	1	1	1	3	1	1	1.0	1	2012	4	21	6	16.16666667	23	0	1	1	472	0.122777778	0.058333333	0.0288888889999999	0.0	0.0436111109999999	0.0	0	0.048055556	1.5	0.1	0.0	0.109827
1505	319	0	0	3	3	6	1	1.0	1	2012	4	21	6	18.25	18	1	0	0	6881	1.6	0.435833333	0.139444444	0.0	0.6075	0.0	0	0.380555556	1.5	1.14	0.0	0.5313869999999999
1510	320	0	0	3	3	6	5	0.0	1	2012	4	21	6	11.0	62	1	0	0	8803	2.107777778	0.629444444	0.303055556	0.2666666669999999	0.0	0.133333333	1	0.5786111110000001	0.0	1.51	0.0	0.4695149999999999
1526	323	1	0	4	4	2	1	1.0	1	2012	4	21	6	10.25	61	0	1	1	2563	0.715555556	0.260833333	0.194166667	0.0	0.25	0.0	0	0.210555556	1.5	0.5	0.0	0.129288
1545	326	0	2	4	3	6	5	0.0	1	2012	4	22	7	13.5	63	1	1	2	14980	3.558333333	1.1080555559999998	0.295	0.65	0.0	0.1	1	0.751944444	0.0	3.51	0.0	0.42113
1554	326	2	5	4	3	6	1	1.0	1	2012	4	22	7	18.0	37	0	1	2	5840	1.399444444	0.493333333	0.185277778	0.133333333	0.183333333	0.1	1	0.312222222	3.0	0.91	0.0	0.185053
1567	328	1	1	4	3	1	1	1.0	1	2012	4	22	7	16.0	43	1	1	1	6660	1.584722222	0.6183333329999999	0.485	0.2	0.0	0.0	0	0.494444444	2.8	1.37	0.0	0.398876
1596	334	0	0	3	3	6	1	1.0	1	2012	4	22	7	10.5	42	0	1	0	10038	2.9311111110000003	0.6627777779999999	0.158888889	0.0	0.848333333	0.076944444	1	0.436388889	3.0	1.49	0.0	0.303628
1618	338	0	0	3	3	1	1	1.0	1	2012	4	22	7	11.5	41	1	1	1	11899	2.7155555560000004	0.838888889	0.131388889	0.4	0.413888889	0.140833333	1	0.6166666670000001	4.3	2.01	0.0	0.5265770000000001
1625	339	1	1	4	3	1	5	0.0	1	2012	4	22	7	16.33333333	76	1	1	1	3328	0.806388889	0.234166667	0.209166667	0.0	0.173333333	0.0	0	0.166388889	0.0	0.53	0.0	0.125209
1632	341	1	1	1	5	1	4	0.0	1	2012	4	22	7	12.25	18	0	0	2	3989	0.907777778	0.3544444439999999	0.2047222219999999	0.2	0.0	0.0	0	0.389722222	1.6	0.91	0.0	0.63578
1635	342	0	1	1	3	2	5	0.0	1	2012	4	22	7	8.516666667	82	1	1	2	1216	0.336666667	0.163055556	0.175	0.0	0.105555556	0.0	0	0.128611111	0.0	0.35	0.0	0.37365
1637	344	0	0	3	3	6	1	1.0	1	2012	4	22	7	13.5	38	0	0	0	694	0.181388889	0.0586111109999999	0.090555556	0.0	0.0388888889999999	0.0	0	0.053888889	1.5	0.14	0.0	0.257732
1697	354	0	1	1	3	6	1	1.0	1	2012	4	23	1	11.0	19	0	0	0	758	0.296111111	0.101388889	0.137222222	0.0	0.05	0.0	0	0.100833333	1.5	0.22	0.0	0.0881543
1714	360	1	0	3	3	6	1	1.0	1	2012	4	24	2	9.0	24	1	0	0	3442	0.951944444	0.270277778	0.076111111	0.0	0.276111111	0.0	0	0.238055556	1.5	0.67	0.0	0.271879
1743	365	0	0	4	2	1	1	1.0	1	2012	4	25	3	8.333333332999999	45	0	1	1	1162	0.350277778	0.1325	0.041944444	0.0	0.06	0.0	0	0.082222222	1.5	0.23	0.0	0.1047299999999999
1762	368	0	1	4	2	1	1	1.0	1	2012	4	25	3	8.916666667000001	44	1	1	1	1670	0.438611111	0.148888889	0.133611111	0.083333333	0.0	0.0	0	0.1472222219999999	1.7	0.35	0.0	0.362264
1784	371	1	2	1	3	6	5	0.0	1	2012	4	25	3	18.0	5	1	0	0	457	0.125277778	0.059166667	0.071388889	0.0	0.025555556	0.0	0	0.048333333	0.0	0.11	0.0	0.0574713
1792	372	3	0	3	2	1	3	0.0	1	2012	4	25	3	7.666666667	15	0	0	1	1456	0.4083333329999999	0.154444444	0.289166667	0.0	0.047222222	0.0	0	0.123333333	0.0	0.31	0.0	0.126126
1816	377	2	0	3	1	2	1	1.0	1	2012	4	25	3	6.25	54	1	0	1	8873	2.142222222	0.694722222	0.3827777779999999	0.333333333	0.0	0.0	0	0.535555556	3.3	1.29	0.0	0.517116
1844	381	1	5	1	5	1	1	1.0	1	2012	4	26	4	16.0	37	1	1	1	1745	0.456666667	0.159722222	0.143055556	0.0	0.121944444	0.0	0	0.109166667	1.5	0.32	0.0	0.302799
1849	381	2	1	1	5	1	5	0.0	1	2012	4	26	4	16.0	5	0	0	1	1745	0.456666667	0.159722222	0.143055556	0.0	0.121944444	0.0	0	0.109166667	0.0	0.32	0.0	0.302799
1880	389	0	4	4	3	1	1	1.0	1	2012	4	27	5	14.75	50	1	1	2	3175	0.858611111	0.3363888889999999	0.175	0.0	0.125833333	0.1166666669999999	1	0.205277778	3.0	0.65	0.0	0.244926
1904	395	1	3	1	2	6	1	1.0	1	2012	4	27	5	16.83333333	39	1	1	0	809	0.2213888889999999	0.084444444	0.116111111	0.0	0.044444444	0.0	0	0.061666667	1.5	0.14	0.0	0.22973
1931	400	1	0	3	1	1	1	1.0	1	2012	4	27	5	7.833333333	36	0	0	1	6458	1.617222222	0.468611111	0.286111111	0.0	0.756944444	0.072222222	1	0.5	3.0	1.26	0.0	0.58
1949	406	0	0	3	4	6	1	1.0	1	2012	4	28	6	6.0	43	0	0	0	7129	1.677222222	0.601666667	0.186944444	0.0	0.483333333	0.0	0	0.328055556	1.5	1.57	0.0	0.26757
1978	409	3	1	1	5	6	1	1.0	1	2012	4	28	6	11.41666667	24	1	1	0	659	0.1436111109999999	0.048888889	0.018333333	0.0	0.056666667	0.0	0	0.045833333	1.5	0.1	0.0	0.50303
1987	412	1	2	4	3	2	1	1.0	1	2012	4	28	6	16.5	35	1	1	1	6912	1.716111111	0.543333333	0.138055556	0.0	0.666666667	0.0	0	0.373611111	1.5	1.24	0.0	0.433457
1996	415	0	3	1	3	2	1	1.0	1	2012	4	28	6	13.51666667	34	0	1	1	776	0.196666667	0.047777778	0.0975	0.0	0.051666667	0.0	0	0.065833333	1.5	0.13	0.0	0.135021
1998	416	0	1	3	5	6	1	0.0	1	2012	4	28	6	14.33333333	52	1	1	0	2466	0.6002777779999999	0.2191666669999999	0.073333333	0.1166666669999999	0.0	0.0	0	0.260277778	2.1	0.63	0.0	0.292423
2005	417	3	1	3	3	1	5	0.0	1	2012	4	28	6	16.0	6	1	0	2	7863	1.940277778	0.634166667	0.126944444	0.316666667	0.121111111	0.1	1	0.5327777779999999	0.0	1.47	0.0	0.633472
2018	418	3	2	3	3	2	1	1.0	1	2012	4	28	6	19.5	26	0	0	1	8726	2.091944444	0.677222222	0.1844444439999999	0.35	0.0	0.0	0	0.561388889	2.6	1.33	0.0	0.720435
2027	421	2	0	4	3	1	5	0.0	1	2012	4	28	6	10.0	6	1	0	1	2027	0.5297222220000001	0.154444444	0.315	0.0	0.145833333	0.0	0	0.137222222	0.0	0.38	0.0	0.204453
2058	430	1	2	4	5	6	1	1.0	1	2012	4	29	7	15.16666667	51	0	1	2	1155	0.312777778	0.088888889	0.122777778	0.0	0.06	0.0	0	0.065833333	1.5	0.19	0.0	0.0379746999999999
2067	434	0	4	1	3	1	1	1.0	1	2012	4	29	7	17.5	55	1	1	2	914	0.238611111	0.108055556	0.168888889	0.0	0.029444444	0.0	0	0.115277778	1.5	0.26	0.0	0.296386
2075	436	0	0	4	3	2	1	1.0	1	2012	4	29	7	20.5	36	1	0	1	7723	1.860555556	0.520277778	0.093055556	0.0	0.695277778	0.167777778	1	0.260555556	3.0	1.17	0.0	0.2249469999999999
2105	442	0	1	1	5	6	1	1.0	1	2012	4	30	1	11.58333333	56	0	1	0	418	0.125277778	0.065833333	0.029444444	0.0	0.094722222	0.0	0	0.055277778	1.5	0.15	0.0	0.517588
2115	445	0	0	3	2	6	1	1.0	1	2012	4	30	1	7.25	41	0	1	0	6289	1.520277778	0.4158333329999999	0.141666667	0.0	0.7705555559999999	0.0	0	0.251388889	1.5	0.94	0.0	0.366851
2130	445	3	0	1	2	6	5	0.0	1	2012	4	30	1	8.5	8	0	0	0	392	0.112222222	0.054444444	0.070833333	0.0	0.016666667	0.0	0	0.032777778	0.0	0.07	0.0	0.254237
2140	448	0	2	4	3	6	1	1.0	1	2012	4	30	1	20.0	20	1	0	0	1594	0.376111111	0.111944444	0.153611111	0.0	0.1166666669999999	0.0	0	0.124722222	1.5	0.31	0.0	0.240535
2146	450	0	0	3	3	6	1	1.0	1	2012	4	30	1	11.0	35	0	0	0	1209	0.315555556	0.100833333	0.036666667	0.0	0.106111111	0.0	0	0.081388889	1.5	0.2	0.0	0.651877
2162	453	0	1	3	2	1	2	0.0	1	2012	4	30	1	14.75	16	1	0	2	1867	0.4583333329999999	0.117777778	0.2394444439999999	0.0	0.114444444	0.0	0	0.097777778	0.0	0.36	0.0	0.0596591
2183	456	2	0	3	2	1	2	0.0	1	2012	4	30	1	8.5	17	0	0	2	1465	0.420833333	0.1222222219999999	0.091666667	0.0	0.120833333	0.0	0	0.128055556	0.0	0.32	0.0	0.288503
2188	457	0	0	4	2	1	1	1.0	1	2012	4	30	1	8.166666667000001	36	1	1	1	1879	0.437222222	0.135277778	0.177777778	0.0	0.135277778	0.0	0	0.135555556	1.5	0.34	0.0	0.194672
